tick;position;velocity;acceleration;cubic_p;cubic_v; cubic_a;dpos;dvel
602;23,85;5;0;23,85;5;0;;
603;23,9;5;0;23,9;5;0;;
604;23,95;5;0;23,95;5;0;;
605;24;5;0;24;5;0;;
606;24,05;5;0;24,05;5;0;;
607;24,1;5;0;24,1;5;0;;
608;24,15;5;0;24,15;5;0;;
609;24,2;5;0;24,2;5;0;;
610;24,25;5;0;24,25;5;0;;
611;24,3;5;0;24,3;5;0;;
612;24,35;5;0;24,35;5;0;;
613;24,4;5;0;24,4;5;0;;
614;24,45;5;0;24,45;5;0;;
615;24,5;5;0;24,5;5;0;;
616;24,55;5;0;24,55;5;0;;
617;24,6;5;0;24,6;5;0;;
618;24,65;5;0;24,65;5;0;;
619;24,7;5;0;24,7;5;0;;
620;24,75;5;0;24,75;5;0;;
621;24,8;5;0;24,8;5;0;;
622;24,85;5;0;24,85;5;0;;
623;24,9;5;0;24,9;5;0;;
624;24,95;5;0;24,95;5;0;;
625;25;5;0;25;5;0;;
626;25,05;5;0;25,05;5;0;;
627;25,1;5;0;25,1;5;0;;
628;25,15;5;0;25,15;5;0;;
629;25,2;5;0;25,2;5;0;;
630;25,25;5;0;25,25;5;0;;
631;25,3;5;0;25,3;5;0;;
632;25,35;5;0;25,35;5;0;;
633;25,4;5;0;25,4;5;0;;
634;25,45;5;0;25,45;5;0;;
635;25,5;5;0;25,5;5;0;;
636;25,55;5;0;25,55;5;0;;
637;25,6;5;0;25,6;5;0;;
638;25,65;5;0;25,65;5;0;;
639;25,7;5;0;25,7;5;0;;
640;25,75;5;0;25,75;5;0;;
641;25,8;5;0;25,8;5;0;;
642;25,85;5;0;25,85;5;0;;
643;25,9;5;0;25,9;5;0;;
644;25,95;5;0;25,95;5;0;;
645;26;5;0;26;5;0;;
646;26,05;5;0;26,05;5;0;;
647;26,1;5;0;26,1;5;0;;
648;26,15;5;0;26,15;5;0;;
649;26,2;5;0;26,2;5;0;;
650;26,25;5;0;26,25;5;0;;
651;26,3;5;0;26,3;5;0;;
652;26,35;5;0;26,35;5;0;;
653;26,4;5;0;26,4;5;0;;
654;26,45;5;0;26,45;5;0;;
655;26,5;5;0;26,5;5;0;;
656;26,55;5;0;26,55;5;0;;
657;26,6;5;0;26,6;5;0;;
658;26,65;5;0;26,65;5;0;;
659;26,7;5;0;26,7;5;0;;
660;26,75;5;0;26,75;5;0;;
661;26,8;5;0;26,8;5;0;;
662;26,85;5;0;26,85;5;0;;
663;26,9;5;0;26,9;5;0;;
664;26,95;5;0;26,95;5;0;;
665;27;5;0;27;5;0;;
666;27,05;5;0;27,05;5;0;;
667;27,1;5;0;27,1;5;0;;
668;27,15;5;0;27,15;5;0;;
669;27,2;5;0;27,2;5;0;;
670;27,25;5;0;27,25;5;0;;
671;27,3;5;0;27,3;5;0;;
672;27,35;5;0;27,35;5;0;;
673;27,4;5;0;27,4;5;0;;
674;27,45;5;0;27,45;5;0;;
675;27,5;5;0;27,5;5;0;;
676;27,55;5;0;27,55;5;0;;
677;27,6;5;0;27,6;5;0;;
678;27,65;5;0;27,65;5;0;;
679;27,7;5;0;27,7;5;0;;
680;27,75;5;0;27,75;5;0;;
681;27,8;5;0;27,8;5;0;;
682;27,85;5;0;27,85;5;0;;
683;27,9;5;0;27,9;5;0;;
684;27,95;5;0;27,95;5;0;;
685;28;5;0;28;5;0;;
686;28,05;5;0;28,05;5;0;;
687;28,1;5;0;28,1;5;0;;
688;28,15;5;0;28,15;5;0;;
689;28,2;5;0;28,2;5;0;;
690;28,25;5;0;28,25;5;0;;
691;28,3;5;0;28,3;5;0;;
692;28,35;5;0;28,35;5;0;;
693;28,4;5;0;28,4;5;0;;
694;28,45;5;0;28,45;5;0;;
695;28,5;5;0;28,5;5;0;;
696;28,55;5;0;28,55;5;0;;
697;28,6;5;0;28,6;5;0;;
698;28,65;5;0;28,65;5;0;;
699;28,7;5;0;28,7;5;0;;
700;28,75;5;0;28,75;5;0,5;28,75;5
701;28,8;5;0;28,8000245;5,00485;0,47;;
702;28,85;5;0;28,850096;5,0094;0,44;;
703;28,9;5;0;28,9002115;5,01365;0,41;;
704;28,95;5;0;28,950368;5,0176;0,38;;
705;29;5;0;29,0005625;5,02125;0,35;;
706;29,05;5;0;29,050792;5,0246;0,32;;
707;29,1;5;0;29,1010535;5,02765;0,29;;
708;29,15;5;0;29,151344;5,0304;0,26;;
709;29,2;5;0;29,2016605;5,03285;0,23;;
710;29,25;5;0;29,252;5,035;0,2;;
711;29,3;5;0;29,3023595;5,03685;0,17;;
712;29,35;5;0;29,352736;5,0384;0,14;;
713;29,4;5;0;29,4031265;5,03965;0,11;;
714;29,45;5;0;29,453528;5,0406;0,08;;
715;29,5;5;0;29,5039375;5,04125;0,05;;
716;29,55;5;0;29,554352;5,0416;0,02;;
717;29,6;5;0;29,6047685;5,04165;-0,01;;
718;29,65;5;0;29,655184;5,0414;-0,04;;
719;29,7;5;0;29,7055955;5,04085;-0,07;;
720;29,75;5;0;29,756;5,04;-0,1;;
721;29,8;5;0;29,8063945;5,03885;-0,13;;
722;29,85;5;0;29,856776;5,0374;-0,16;;
723;29,9;5;0;29,9071415;5,03565;-0,19;;
724;29,95;5;0;29,957488;5,0336;-0,22;;
725;30;5;0;30,0078125;5,03125;-0,25;;
726;30,05;5;0;30,058112;5,0286;-0,28;;
727;30,1;5;0;30,1083835;5,02565;-0,31;;
728;30,15;5;0;30,158624;5,0224;-0,34;;
729;30,2;5;0;30,2088305;5,01885;-0,37;;
730;30,25;5;0;30,259;5,015;-0,4;;
731;30,3;5;0;30,3091295;5,01085;-0,43;;
732;30,35;5;0;30,359216;5,0064;-0,46;;
733;30,4;5;0;30,4092565;5,00165;-0,49;;
734;30,45;5;0;30,459248;4,9966;-0,52;;
735;30,5;5;0;30,5091875;4,99125;-0,55;;
736;30,55;5;0;30,559072;4,9856;-0,58;;
737;30,6;5;0;30,6088985;4,97965;-0,61;;
738;30,65;5;0;30,658664;4,9734;-0,64;;
739;30,7;5;0;30,7083655;4,96685;-0,67;;
740;30,75;5;0;30,758;4,96;-0,7;;
741;30,8;5;0;30,8075645;4,95285;-0,73;;
742;30,85;5;0;30,857056;4,9454;-0,76;;
743;30,9;5;0;30,9064715;4,93765;-0,79;;
744;30,95;5;0;30,955808;4,9296;-0,82;;
745;31;5;0;31,0050625;4,92125;-0,85;;
746;31,05;5;0;31,054232;4,9126;-0,88;;
747;31,1;5;0;31,1033135;4,90365;-0,91;;
748;31,15;5;0;31,152304;4,8944;-0,94;;
749;31,2;5;0;31,2012005;4,88485;-0,97;;
750;31,25;5;0;31,25;4,875;-1;;
751;31,2999;4,98;-2;31,2986995;4,86485;-1,03;;
752;31,3496;4,96;-2;31,347296;4,8544;-1,06;;
753;31,3991;4,94;-2;31,3957865;4,84365;-1,09;;
754;31,4484;4,92;-2;31,444168;4,8326;-1,12;;
755;31,4975;4,9;-2;31,4924375;4,82125;-1,15;;
756;31,5464;4,88;-2;31,540592;4,8096;-1,18;;
757;31,5951;4,86;-2;31,5886285;4,79765;-1,21;;
758;31,6436;4,84;-2;31,636544;4,7854;-1,24;;
759;31,6919;4,82;-2;31,6843355;4,77285;-1,27;;
760;31,74;4,8;-2;31,732;4,76;-1,3;;
761;31,7879;4,78;-2;31,7795345;4,74685;-1,33;;
762;31,8356;4,76;-2;31,826936;4,7334;-1,36;;
763;31,8831;4,74;-2;31,8742015;4,71965;-1,39;;
764;31,9304;4,72;-2;31,921328;4,7056;-1,42;;
765;31,9775;4,7;-2;31,9683125;4,69125;-1,45;;
766;32,0244;4,68;-2;32,015152;4,6766;-1,48;;
767;32,0711;4,66;-2;32,0618435;4,66165;-1,51;;
768;32,1176;4,64;-2;32,108384;4,6464;-1,54;;
769;32,1639;4,62;-2;32,1547705;4,63085;-1,57;;
770;32,21;4,6;-2;32,201;4,615;-1,6;;
771;32,2559;4,58;-2;32,2470695;4,59885;-1,63;;
772;32,3016;4,56;-2;32,292976;4,5824;-1,66;;
773;32,3471;4,54;-2;32,3387165;4,56565;-1,69;;
774;32,3924;4,52;-2;32,384288;4,5486;-1,72;;
775;32,4375;4,5;-2;32,4296875;4,53125;-1,75;;
776;32,4824;4,48;-2;32,474912;4,5136;-1,78;;
777;32,5271;4,46;-2;32,5199585;4,49565;-1,81;;
778;32,5716;4,44;-2;32,564824;4,4774;-1,84;;
779;32,6159;4,42;-2;32,6095055;4,45885;-1,87;;
780;32,66;4,4;-2;32,654;4,44;-1,9;;
781;32,7039;4,38;-2;32,6983045;4,42085;-1,93;;
782;32,7476;4,36;-2;32,742416;4,4014;-1,96;;
783;32,7911;4,34;-2;32,7863315;4,38165;-1,99;;
784;32,8344;4,32;-2;32,830048;4,3616;-2,02;;
785;32,8775;4,3;-2;32,8735625;4,34125;-2,05;;
786;32,9204;4,28;-2;32,916872;4,3206;-2,08;;
787;32,9631;4,26;-2;32,9599735;4,29965;-2,11;;
788;33,0056;4,24;-2;33,002864;4,2784;-2,14;;
789;33,0479;4,22;-2;33,0455405;4,25685;-2,17;;
790;33,09;4,2;-2;33,088;4,235;-2,2;;
791;33,1319;4,18;-2;33,1302395;4,21285;-2,23;;
792;33,1736;4,16;-2;33,172256;4,1904;-2,26;;
793;33,2151;4,14;-2;33,2140465;4,16765;-2,29;;
794;33,2564;4,12;-2;33,255608;4,1446;-2,32;;
795;33,2975;4,1;-2;33,2969375;4,12125;-2,35;;
796;33,3384;4,08;-2;33,338032;4,0976;-2,38;;
797;33,3791;4,06;-2;33,3788885;4,07365;-2,41;;
798;33,4196;4,04;-2;33,419504;4,0494;-2,44;;
799;33,4599;4,02;-2;33,4598755;4,02485;-2,47;;
800;33,5;4;-2;33,5;4;-2;33,5;4
801;33,5399;3,98;-2;33,5399;3,98;-2;;
802;33,5796;3,96;-2;33,5796;3,96;-2;;
803;33,6191;3,94;-2;33,6191;3,94;-2;;
804;33,6584;3,92;-2;33,6584;3,92;-2;;
805;33,6975;3,9;-2;33,6975;3,9;-2;;
806;33,7364;3,88;-2;33,7364;3,88;-2;;
807;33,7751;3,86;-2;33,7751;3,86;-2;;
808;33,8136;3,84;-2;33,8136;3,84;-2;;
809;33,8519;3,82;-2;33,8519;3,82;-2;;
810;33,89;3,8;-2;33,89;3,8;-2;;
811;33,9279;3,78;-2;33,9279;3,78;-2;;
812;33,9656;3,76;-2;33,9656;3,76;-2;;
813;34,0031;3,74;-2;34,0031;3,74;-2;;
814;34,0404;3,72;-2;34,0404;3,72;-2;;
815;34,0775;3,7;-2;34,0775;3,7;-2;;
816;34,1144;3,68;-2;34,1144;3,68;-2;;
817;34,1511;3,66;-2;34,1511;3,66;-2;;
818;34,1876;3,64;-2;34,1876;3,64;-2;;
819;34,2239;3,62;-2;34,2239;3,62;-2;;
820;34,26;3,6;-2;34,26;3,6;-2;;
821;34,2959;3,58;-2;34,2959;3,58;-2;;
822;34,3316;3,56;-2;34,3316;3,56;-2;;
823;34,3671;3,54;-2;34,3671;3,54;-2;;
824;34,4024;3,52;-2;34,4024;3,52;-2;;
825;34,4375;3,5;-2;34,4375;3,5;-2;;
826;34,4724;3,48;-2;34,4724;3,48;-2;;
827;34,5071;3,46;-2;34,5071;3,46;-2;;
828;34,5416;3,44;-2;34,5416;3,44;-2;;
829;34,5759;3,42;-2;34,5759;3,42;-2;;
830;34,61;3,4;-2;34,61;3,4;-2;;
831;34,6439;3,38;-2;34,6439;3,38;-2;;
832;34,6776;3,36;-2;34,6776;3,36;-2;;
833;34,7111;3,34;-2;34,7111;3,34;-2;;
834;34,7444;3,32;-2;34,7444;3,32;-2;;
835;34,7775;3,3;-2;34,7775;3,3;-2;;
836;34,8104;3,28;-2;34,8104;3,28;-2;;
837;34,8431;3,26;-2;34,8431;3,26;-2;;
838;34,8756;3,24;-2;34,8756;3,24;-2;;
839;34,9079;3,22;-2;34,9079;3,22;-2;;
840;34,94;3,2;-2;34,94;3,2;-2;;
841;34,9719;3,18;-2;34,9719;3,18;-2;;
842;35,0036;3,16;-2;35,0036;3,16;-2;;
843;35,0351;3,14;-2;35,0351;3,14;-2;;
844;35,0664;3,12;-2;35,0664;3,12;-2;;
845;35,0975;3,1;-2;35,0975;3,1;-2;;
846;35,1284;3,08;-2;35,1284;3,08;-2;;
847;35,1591;3,06;-2;35,1591;3,06;-2;;
848;35,1896;3,04;-2;35,1896;3,04;-2;;
849;35,2199;3,02;-2;35,2199;3,02;-2;;
850;35,25;3;-2;35,25;3;-2;;
851;35,2799;2,98;-2;35,2799;2,98;-2;;
852;35,3096;2,96;-2;35,3096;2,96;-2;;
853;35,3391;2,94;-2;35,3391;2,94;-2;;
854;35,3684;2,92;-2;35,3684;2,92;-2;;
855;35,3975;2,9;-2;35,3975;2,9;-2;;
856;35,4264;2,88;-2;35,4264;2,88;-2;;
857;35,4551;2,86;-2;35,4551;2,86;-2;;
858;35,4836;2,84;-2;35,4836;2,84;-2;;
859;35,5119;2,82;-2;35,5119;2,82;-2;;
860;35,54;2,8;-2;35,54;2,8;-2;;
861;35,5679;2,78;-2;35,5679;2,78;-2;;
862;35,5956;2,76;-2;35,5956;2,76;-2;;
863;35,6231;2,74;-2;35,6231;2,74;-2;;
864;35,6504;2,72;-2;35,6504;2,72;-2;;
865;35,6775;2,7;-2;35,6775;2,7;-2;;
866;35,7044;2,68;-2;35,7044;2,68;-2;;
867;35,7311;2,66;-2;35,7311;2,66;-2;;
868;35,7576;2,64;-2;35,7576;2,64;-2;;
869;35,7839;2,62;-2;35,7839;2,62;-2;;
870;35,81;2,6;-2;35,81;2,6;-2;;
871;35,8359;2,58;-2;35,8359;2,58;-2;;
872;35,8616;2,56;-2;35,8616;2,56;-2;;
873;35,8871;2,54;-2;35,8871;2,54;-2;;
874;35,9124;2,52;-2;35,9124;2,52;-2;;
875;35,9375;2,5;-2;35,9375;2,5;-2;;
876;35,9624;2,48;-2;35,9624;2,48;-2;;
877;35,9871;2,46;-2;35,9871;2,46;-2;;
878;36,0116;2,44;-2;36,0116;2,44;-2;;
879;36,0359;2,42;-2;36,0359;2,42;-2;;
880;36,06;2,4;-2;36,06;2,4;-2;;
881;36,0839;2,38;-2;36,0839;2,38;-2;;
882;36,1076;2,36;-2;36,1076;2,36;-2;;
883;36,1311;2,34;-2;36,1311;2,34;-2;;
884;36,1544;2,32;-2;36,1544;2,32;-2;;
885;36,1775;2,3;-2;36,1775;2,3;-2;;
886;36,2004;2,28;-2;36,2004;2,28;-2;;
887;36,2231;2,26;-2;36,2231;2,26;-2;;
888;36,2456;2,24;-2;36,2456;2,24;-2;;
889;36,2679;2,22;-2;36,2679;2,22;-2;;
890;36,29;2,2;-2;36,29;2,2;-2;;
891;36,3119;2,18;-2;36,3119;2,18;-2;;
892;36,3336;2,16;-2;36,3336;2,16;-2;;
893;36,3551;2,14;-2;36,3551;2,14;-2;;
894;36,3764;2,12;-2;36,3764;2,12;-2;;
895;36,3975;2,1;-2;36,3975;2,1;-2;;
896;36,4184;2,08;-2;36,4184;2,08;-2;;
897;36,4391;2,06;-2;36,4391;2,06;-2;;
898;36,4596;2,04;-2;36,4596;2,04;-2;;
899;36,4799;2,02;-2;36,4799;2,02;-2;;
900;36,5;2;-2;36,5;2;-2;36,5;2
901;36,5199;1,98;-2;36,5199;1,98;-2;;
902;36,5396;1,96;-2;36,5396;1,96;-2;;
903;36,5591;1,94;-2;36,5591;1,94;-2;;
904;36,5784;1,92;-2;36,5784;1,92;-2;;
905;36,5975;1,9;-2;36,5975;1,9;-2;;
906;36,6164;1,88;-2;36,6164;1,88;-2;;
907;36,6351;1,86;-2;36,6351;1,86;-2;;
908;36,6536;1,84;-2;36,6536;1,84;-2;;
909;36,6719;1,82;-2;36,6719;1,82;-2;;
910;36,69;1,8;-2;36,69;1,8;-2;;
911;36,7079;1,78;-2;36,7079;1,78;-2;;
912;36,7256;1,76;-2;36,7256;1,76;-2;;
913;36,7431;1,74;-2;36,7431;1,74;-2;;
914;36,7604;1,72;-2;36,7604;1,72;-2;;
915;36,7775;1,7;-2;36,7775;1,7;-2;;
916;36,7944;1,68;-2;36,7944;1,68;-2;;
917;36,8111;1,66;-2;36,8111;1,66;-2;;
918;36,8276;1,64;-2;36,8276;1,64;-2;;
919;36,8439;1,62;-2;36,8439;1,62;-2;;
920;36,86;1,6;-2;36,86;1,6;-2;;
921;36,8759;1,58;-2;36,8759;1,58;-2;;
922;36,8916;1,56;-2;36,8916;1,56;-2;;
923;36,9071;1,54;-2;36,9071;1,54;-2;;
924;36,9224;1,52;-2;36,9224;1,52;-2;;
925;36,9375;1,5;-2;36,9375;1,5;-2;;
926;36,9524;1,48;-2;36,9524;1,48;-2;;
927;36,9671;1,46;-2;36,9671;1,46;-2;;
928;36,9816;1,44;-2;36,9816;1,44;-2;;
929;36,9959;1,42;-2;36,9959;1,42;-2;;
930;37,01;1,4;-2;37,01;1,4;-2;;
931;37,0239;1,38;-2;37,0239;1,38;-2;;
932;37,0376;1,36;-2;37,0376;1,36;-2;;
933;37,0511;1,34;-2;37,0511;1,34;-2;;
934;37,0644;1,32;-2;37,0644;1,32;-2;;
935;37,0775;1,3;-2;37,0775;1,3;-2;;
936;37,0904;1,28;-2;37,0904;1,28;-2;;
937;37,1031;1,26;-2;37,1031;1,26;-2;;
938;37,1156;1,24;-2;37,1156;1,24;-2;;
939;37,1279;1,22;-2;37,1279;1,22;-2;;
940;37,14;1,2;-2;37,14;1,2;-2;;
941;37,1519;1,18;-2;37,1519;1,18;-2;;
942;37,1636;1,16;-2;37,1636;1,16;-2;;
943;37,1751;1,14;-2;37,1751;1,14;-2;;
944;37,1864;1,12;-2;37,1864;1,12;-2;;
945;37,1975;1,1;-2;37,1975;1,1;-2;;
946;37,2084;1,08;-2;37,2084;1,08;-2;;
947;37,2191;1,06;-2;37,2191;1,06;-2;;
948;37,2296;1,04;-2;37,2296;1,04;-2;;
949;37,2399;1,02;-2;37,2399;1,02;-2;;
950;37,25;1;-2;37,25;1;-2;;
951;37,2599;0,98;-2;37,2599;0,98;-2;;
952;37,2696;0,96;-2;37,2696;0,96;-2;;
953;37,2791;0,94;-2;37,2791;0,94;-2;;
954;37,2884;0,92;-2;37,2884;0,92;-2;;
955;37,2975;0,9;-2;37,2975;0,9;-2;;
956;37,3064;0,88;-2;37,3064;0,88;-2;;
957;37,3151;0,86;-2;37,3151;0,86;-2;;
958;37,3236;0,84;-2;37,3236;0,84;-2;;
959;37,3319;0,82;-2;37,3319;0,82;-2;;
960;37,34;0,8;-2;37,34;0,8;-2;;
961;37,3479;0,78;-2;37,3479;0,78;-2;;
962;37,3556;0,76;-2;37,3556;0,76;-2;;
963;37,3631;0,74;-2;37,3631;0,74;-2;;
964;37,3704;0,72;-2;37,3704;0,72;-2;;
965;37,3775;0,7;-2;37,3775;0,7;-2;;
966;37,3844;0,68;-2;37,3844;0,68;-2;;
967;37,3911;0,66;-2;37,3911;0,66;-2;;
968;37,3976;0,64;-2;37,3976;0,64;-2;;
969;37,4039;0,62;-2;37,4039;0,62;-2;;
970;37,41;0,6;-2;37,41;0,6;-2;;
971;37,4159;0,58;-2;37,4159;0,58;-2;;
972;37,4216;0,56;-2;37,4216;0,56;-2;;
973;37,4271;0,54;-2;37,4271;0,54;-2;;
974;37,4324;0,52;-2;37,4324;0,52;-2;;
975;37,4375;0,5;-2;37,4375;0,5;-2;;
976;37,4424;0,48;-2;37,4424;0,48;-2;;
977;37,4471;0,46;-2;37,4471;0,46;-2;;
978;37,4516;0,44;-2;37,4516;0,44;-2;;
979;37,4559;0,42;-2;37,4559;0,42;-2;;
980;37,46;0,4;-2;37,46;0,4;-2;;
981;37,4639;0,38;-2;37,4639;0,38;-2;;
982;37,4676;0,36;-2;37,4676;0,36;-2;;
983;37,4711;0,34;-2;37,4711;0,34;-2;;
984;37,4744;0,32;-2;37,4744;0,32;-2;;
985;37,4775;0,3;-2;37,4775;0,3;-2;;
986;37,4804;0,28;-2;37,4804;0,28;-2;;
987;37,4831;0,26;-2;37,4831;0,26;-2;;
988;37,4856;0,24;-2;37,4856;0,24;-2;;
989;37,4879;0,22;-2;37,4879;0,22;-2;;
990;37,49;0,2;-2;37,49;0,2;-2;;
991;37,4919;0,18;-2;37,4919;0,18;-2;;
992;37,4936;0,16;-2;37,4936;0,16;-2;;
993;37,4951;0,14;-2;37,4951;0,14;-2;;
994;37,4964;0,12;-2;37,4964;0,12;-2;;
995;37,4975;0,1;-2;37,4975;0,1;-2;;
996;37,4984;0,08;-2;37,4984;0,08;-2;;
997;37,4991;0,06;-2;37,4991;0,06;-2;;
998;37,4996;0,04;-2;37,4996;0,04;-2;;
999;37,4999;0,02;-2;37,4999;0,02;-2;;
1000;37,5;0;-2;37,5;0;-2;37,5;0
